会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
唐津,2026/2/9,1,1,2,5111,三村岳人,finish,45,5,6.69,2,0.12,1.55.2,まくり,2-3-4,4960,2-3-4,2850,2-3,1330,2-3,770
唐津,2026/2/9,1,2,3,4143,浦田晃嗣,finish,12,13,6.69,3,0.13,1.59.3,まくり,2-3-4,4960,2-3-4,2850,2-3,1330,2-3,770
唐津,2026/2/9,1,3,4,4164,岩永節也,finish,59,47,6.72,4,0.21,2.00.7,まくり,2-3-4,4960,2-3-4,2850,2-3,1330,2-3,770
唐津,2026/2/9,1,4,1,3489,大場敏,finish,30,14,6.63,1,0.13,2.05.5,まくり,2-3-4,4960,2-3-4,2850,2-3,1330,2-3,770
唐津,2026/2/9,1,5,6,5209,小野京平,finish,52,12,6.62,6,0.16,2.08.6,まくり,2-3-4,4960,2-3-4,2850,2-3,1330,2-3,770
唐津,2026/2/9,1,,5,3377,塚田修二,S0,,,,,,,,,,,,,,,
唐津,2026/2/9,2,1,1,4370,山口達也,finish,15,33,6.63,1,0.17,1.47.1,逃げ,1-5-2,2860,1-2-5,1400,1-5,520,1-5,820
唐津,2026/2/9,2,2,5,3621,天野晶夫,finish,6,39,6.67,5,0.14,1.49.7,逃げ,1-5-2,2860,1-2-5,1400,1-5,520,1-5,820
唐津,2026/2/9,2,3,2,5350,網代良芽,finish,57,35,6.66,2,0.12,1.52.7,逃げ,1-5-2,2860,1-2-5,1400,1-5,520,1-5,820
唐津,2026/2/9,2,4,6,4457,神田達也,finish,37,57,6.70,6,0.15,1.53.2,逃げ,1-5-2,2860,1-2-5,1400,1-5,520,1-5,820
唐津,2026/2/9,2,5,3,4535,北山康介,finish,36,50,6.72,3,0.17,1.53.3,逃げ,1-5-2,2860,1-2-5,1400,1-5,520,1-5,820
唐津,2026/2/9,2,6,4,5392,安武一也,finish,35,54,6.64,4,0.15,1.55.6,逃げ,1-5-2,2860,1-2-5,1400,1-5,520,1-5,820
唐津,2026/2/9,3,1,1,4231,鈴木裕隆,finish,13,9,6.64,1,0.23,1.47.8,逃げ,1-5-2,860,1-2-5,270,1-5,420,1-5,300
唐津,2026/2/9,3,2,5,4237,大峯豊,finish,26,16,6.57,5,0.26,1.48.5,逃げ,1-5-2,860,1-2-5,270,1-5,420,1-5,300
唐津,2026/2/9,3,3,2,3303,渡辺豊,finish,42,24,6.66,2,0.27,1.50.7,逃げ,1-5-2,860,1-2-5,270,1-5,420,1-5,300
唐津,2026/2/9,3,4,3,5356,長谷川暖,finish,9,11,6.63,3,0.25,1.51.6,逃げ,1-5-2,860,1-2-5,270,1-5,420,1-5,300
唐津,2026/2/9,3,5,6,5008,羽野諒,finish,43,7,6.64,6,0.14,1.53.1,逃げ,1-5-2,860,1-2-5,270,1-5,420,1-5,300
唐津,2026/2/9,3,6,4,5309,森雄利,finish,39,21,6.60,4,0.24,1.56.2,逃げ,1-5-2,860,1-2-5,270,1-5,420,1-5,300
唐津,2026/2/9,4,1,2,4601,森野正弘,finish,11,48,6.63,2,0.14,1.47.6,差し,2-5-1,2140,1-2-5,400,2-5,720,2-5,480
唐津,2026/2/9,4,2,5,3942,寺田祥,finish,56,45,6.73,3,0.18,1.49.1,差し,2-5-1,2140,1-2-5,400,2-5,720,2-5,480
唐津,2026/2/9,4,3,1,3771,折下寛法,finish,38,19,6.71,1,0.07,1.50.6,差し,2-5-1,2140,1-2-5,400,2-5,720,2-5,480
唐津,2026/2/9,4,4,3,5167,小川竜太朗,finish,60,4,6.62,4,0.15,1.51.3,差し,2-5-1,2140,1-2-5,400,2-5,720,2-5,480
唐津,2026/2/9,4,5,6,5229,吉川晴人,finish,55,29,6.64,6,0.16,1.52.6,差し,2-5-1,2140,1-2-5,400,2-5,720,2-5,480
唐津,2026/2/9,4,6,4,4111,奥田誠,finish,53,36,6.62,5,0.15,1.54.9,差し,2-5-1,2140,1-2-5,400,2-5,720,2-5,480
唐津,2026/2/9,5,1,1,4682,大上卓人,finish,7,15,6.63,1,0.13,1.46.2,逃げ,1-3-2,730,1-2-3,250,1-3,360,1-3,300
唐津,2026/2/9,5,2,3,3158,島川光男,finish,22,26,6.66,3,0.21,1.48.3,逃げ,1-3-2,730,1-2-3,250,1-3,360,1-3,300
唐津,2026/2/9,5,3,2,4120,柘植政浩,finish,58,30,6.71,2,0.18,1.49.5,逃げ,1-3-2,730,1-2-3,250,1-3,360,1-3,300
唐津,2026/2/9,5,4,6,4108,吉村正明,finish,24,38,6.67,5,0.23,1.51.7,逃げ,1-3-2,730,1-2-3,250,1-3,360,1-3,300
唐津,2026/2/9,5,5,5,4782,浜崎準也,finish,28,53,6.65,4,0.29,1.53.3,逃げ,1-3-2,730,1-2-3,250,1-3,360,1-3,300
唐津,2026/2/9,5,,4,3377,塚田修二,K0,,,,,,,,,,,,,,,
唐津,2026/2/9,6,1,1,3745,橋本年光,finish,3,46,6.66,1,0.14,1.47.6,逃げ,1-3-2,2030,1-2-3,570,1-3,320,1-3,140
唐津,2026/2/9,6,2,3,3719,辻栄蔵,finish,48,51,6.57,3,0.15,1.48.9,逃げ,1-3-2,2030,1-2-3,570,1-3,320,1-3,140
唐津,2026/2/9,6,3,2,5209,小野京平,finish,52,12,6.58,2,0.16,1.50.1,逃げ,1-3-2,2030,1-2-3,570,1-3,320,1-3,140
唐津,2026/2/9,6,4,4,5223,森清友翔,finish,50,60,6.62,4,0.18,1.51.4,逃げ,1-3-2,2030,1-2-3,570,1-3,320,1-3,140
唐津,2026/2/9,6,5,5,4562,阪本勇介,finish,23,28,6.63,5,0.15,1.52.9,逃げ,1-3-2,2030,1-2-3,570,1-3,320,1-3,140
唐津,2026/2/9,6,6,6,4196,田中太一郎,finish,34,23,6.64,6,0.17,1.54.6,逃げ,1-3-2,2030,1-2-3,570,1-3,320,1-3,140
唐津,2026/2/9,7,1,1,4969,町田洸希,finish,47,32,6.65,1,0.13,1.47.8,逃げ,1-2-4,1350,1-2-4,530,1-2,270,1-2,130
唐津,2026/2/9,7,2,2,4237,大峯豊,finish,26,16,6.66,2,0.12,1.48.3,逃げ,1-2-4,1350,1-2-4,530,1-2,270,1-2,130
唐津,2026/2/9,7,3,4,4143,浦田晃嗣,finish,12,13,6.67,4,0.14,1.50.4,逃げ,1-2-4,1350,1-2-4,530,1-2,270,1-2,130
唐津,2026/2/9,7,4,6,3746,岡瀬正人,finish,31,20,6.73,5,0.17,1.51.5,逃げ,1-2-4,1350,1-2-4,530,1-2,270,1-2,130
唐津,2026/2/9,7,5,3,3564,桑原啓,finish,44,31,6.62,3,0.11,1.53.1,逃げ,1-2-4,1350,1-2-4,530,1-2,270,1-2,130
